cod_ibge;municipio;state_cod_ibge
4121406;realeza;PR
4121505;reboucas;PR
4121604;renascenca;PR
4121703;reserva;PR
4121752;reserva do iguacu;PR
4121802;ribeirao claro;PR
4121901;ribeirao do pinhal;PR
4122008;rio azul;PR
4122107;rio bom;PR
4122156;rio bonito do iguacu;PR
4122172;rio branco do ivai;PR
4122206;rio branco do sul;PR
4122305;rio negro;PR
4122404;rolandia;PR
4122503;roncador;PR
4122602;rondon;PR
4122651;rosario do ivai;PR
4122701;sabaudia;PR
4122800;salgado filho;PR
4122909;salto do itarare;PR
4123006;salto do lontra;PR
4123105;santa amelia;PR
4123204;santa cecilia do pavao;PR
4123303;santa cruz de monte castelo;PR
4123402;santa fe;PR
4123501;santa helena;PR
4123600;santa ines;PR
4123709;santa isabel do ivai;PR
4123808;santa izabel do oeste;PR
4123824;santa lucia;PR
4123857;santa maria do oeste;PR
4123907;santa mariana;PR
4123956;santa monica;PR
4124004;santana do itarare;PR
4124020;santa tereza do oeste;PR
4124053;santa terezinha de itaipu;PR
4124103;santo antonio da platina;PR
4124202;santo antonio do caiua;PR
4124301;santo antonio do paraiso;PR
4124400;santo antonio do sudoeste;PR
4124509;santo inacio;PR
4124608;sao carlos do ivai;PR
4124707;sao jeronimo da serra;PR
4124806;sao joao;PR
4124905;sao joao do caiua;PR
4125001;sao joao do ivai;PR
4125100;sao joao do triunfo;PR
4125209;sao jorge d'oeste;PR
4125308;sao jorge do ivai;PR
4125357;sao jorge do patrocinio;PR
4125407;sao jose da boa vista;PR
4125456;sao jose das palmeiras;PR
4125506;sao jose dos pinhais;PR
4125555;sao manoel do parana;PR
4125605;sao mateus do sul;PR
4125704;sao miguel do iguacu;PR
4125753;sao pedro do iguacu;PR
4125803;sao pedro do ivai;PR
4125902;sao pedro do parana;PR
4126009;sao sebastiao da amoreira;PR
4126108;sao tome;PR
4126207;sapopema;PR
4126256;sarandi;PR
4126272;saudade do iguacu;PR
4126306;senges;PR
4126355;serranopolis do iguacu;PR
4126405;sertaneja;PR
4126504;sertanopolis;PR
4126603;siqueira campos;PR
4126652;sulina;PR
4126678;tamarana;PR
4126702;tamboara;PR
4126801;tapejara;PR
4126900;tapira;PR
4127007;teixeira soares;PR
4127106;telemaco borba;PR
4127205;terra boa;PR
4127304;terra rica;PR
4127403;terra roxa;PR
4127502;tibagi;PR
4127601;tijucas do sul;PR
4127700;toledo;PR
4127809;tomazina;PR
4127858;tres barras do parana;PR
4127882;tunas do parana;PR
4127908;tuneiras do oeste;PR
4127957;tupassi;PR
4127965;turvo;PR
4128005;ubirata;PR
4128104;umuarama;PR
4128203;uniao da vitoria;PR
4128302;uniflor;PR
4128401;urai;PR
4128500;wenceslau braz;PR
4128534;ventania;PR
4128559;vera cruz do oeste;PR
4128609;vere;PR
4128625;alto paraiso;PR
4128633;doutor ulysses;PR
4128658;virmond;PR
4128708;vitorino;PR
4128807;xambre;PR
4200051;abdon batista;SC
4200101;abelardo luz;SC
4200200;agrolandia;SC
4200309;agronomica;SC
4200408;agua doce;SC
4200507;aguas de chapeco;SC
4200556;aguas frias;SC
4200606;aguas mornas;SC
4200705;alfredo wagner;SC
4200754;alto bela vista;SC
4200804;anchieta;SC
4200903;angelina;SC
4201000;anita garibaldi;SC
4201109;anitapolis;SC
4201208;antonio carlos;SC
4201257;apiuna;SC
4201273;arabuta;SC
4201307;araquari;SC
4201406;ararangua;SC
4201505;armazem;SC
4201604;arroio trinta;SC
4201653;arvoredo;SC
4201703;ascurra;SC
4201802;atalanta;SC
4201901;aurora;SC
4201950;balneario arroio do silva;SC
4202008;balneario camboriu;SC
4202057;balneario barra do sul;SC
4202073;balneario gaivota;SC
4202081;bandeirante;SC
4202099;barra bonita;SC
4202107;barra velha;SC
4202131;bela vista do toldo;SC
4202156;belmonte;SC
4202206;benedito novo;SC
4202305;biguacu;SC
4202404;blumenau;SC
4202438;bocaina do sul;SC
4202453;bombinhas;SC
4202503;bom jardim da serra;SC
4202537;bom jesus;SC
4202578;bom jesus do oeste;SC
4202602;bom retiro;SC
4202701;botuvera;SC
4202800;braco do norte;SC
4202859;braco do trombudo;SC
4202875;brunopolis;SC
4202909;brusque;SC
4203006;cacador;SC
4203105;caibi;SC
4203154;calmon;SC
4203204;camboriu;SC
4203253;capao alto;SC
4203303;campo alegre;SC
4203402;campo belo do sul;SC
4203501;campo ere;SC
4203600;campos novos;SC
4203709;canelinha;SC
4203808;canoinhas;SC
4203907;capinzal;SC
4203956;capivari de baixo;SC
4204004;catanduvas;SC
4204103;caxambu do sul;SC
4204152;celso ramos;SC
4204178;cerro negro;SC
4204194;chapadao do lageado;SC
4204202;chapeco;SC
4204251;cocal do sul;SC
4204301;concordia;SC
4204350;cordilheira alta;SC
4204400;coronel freitas;SC
4204459;coronel martins;SC
4204509;corupa;SC
4204558;correia pinto;SC
4204608;criciuma;SC
4204707;cunha pora;SC
4204756;cunhatai;SC
4204806;curitibanos;SC
4204905;descanso;SC
4205001;dionisio cerqueira;SC
4205100;dona emma;SC
4205159;doutor pedrinho;SC
4205175;entre rios;SC
4205191;ermo;SC
4205209;erval velho;SC
4205308;faxinal dos guedes;SC
4205357;flor do sertao;SC
4205407;florianopolis;SC
4205431;formosa do sul;SC
4205456;forquilhinha;SC
4205506;fraiburgo;SC
4205555;frei rogerio;SC
4205605;galvao;SC
4205704;garopaba;SC
4205803;garuva;SC
4205902;gaspar;SC
4206009;governador celso ramos;SC
4206108;grao para;SC
4206207;gravatal;SC
4206306;guabiruba;SC
4206405;guaraciaba;SC
4206504;guaramirim;SC
4206603;guaruja do sul;SC
4206652;guatambu;SC
4206702;herval d'oeste;SC
4206751;ibiam;SC
4206801;ibicare;SC
4206900;ibirama;SC
4207007;icara;SC
4207106;ilhota;SC
4207205;imarui;SC
4207304;imbituba;SC
4207403;imbuia;SC
4207502;indaial;SC
4207577;iomere;SC
4207601;ipira;SC
4207650;ipora do oeste;SC
4207684;ipuacu;SC
4207700;ipumirim;SC
4207759;iraceminha;SC
4207809;irani;SC
4207858;irati;SC
4207908;irineopolis;SC
4208005;ita;SC
4208104;itaiopolis;SC
4208203;itajai;SC
4208302;itapema;SC
4208401;itapiranga;SC
4208450;itapoa;SC
4208500;ituporanga;SC
4208609;jabora;SC
4208708;jacinto machado;SC
4208807;jaguaruna;SC
4208906;jaragua do sul;SC
4208955;jardinopolis;SC
4209003;joacaba;SC
4209102;joinville;SC
4209151;jose boiteux;SC
4209177;jupia;SC
4209201;lacerdopolis;SC
4209300;lages;SC
4209409;laguna;SC
4209458;lajeado grande;SC
4209508;laurentino;SC
4209607;lauro müller;SC
4209706;lebon regis;SC
4209805;leoberto leal;SC
4209854;lindoia do sul;SC
4209904;lontras;SC
4210001;luiz alves;SC
4210035;luzerna;SC
4210050;macieira;SC
4210100;mafra;SC
4210209;major gercino;SC
4210308;major vieira;SC
4210407;maracaja;SC
4210506;maravilha;SC
4210555;marema;SC
4210605;massaranduba;SC
4210704;matos costa;SC
4210803;meleiro;SC
4210852;mirim doce;SC
4210902;modelo;SC
4211009;mondai;SC
4211058;monte carlo;SC
4211108;monte castelo;SC
4211207;morro da fumaca;SC
4211256;morro grande;SC
4211306;navegantes;SC
4211405;nova erechim;SC
4211454;nova itaberaba;SC
4211504;nova trento;SC
4211603;nova veneza;SC
4211652;novo horizonte;SC
4211702;orleans;SC
4211751;otacilio costa;SC
4211801;ouro;SC
4211850;ouro verde;SC
4211876;paial;SC
4211892;painel;SC
4211900;palhoca;SC
4212007;palma sola;SC
4212056;palmeira;SC
4212106;palmitos;SC
4212205;papanduva;SC
4212239;paraiso;SC
4212254;passo de torres;SC
4212270;passos maia;SC
4212304;paulo lopes;SC
4212403;pedras grandes;SC
4212502;penha;SC
4212601;peritiba;SC
4212650;pescaria brava;SC
4212700;petrolandia;SC
4212809;balneario picarras;SC
4212908;pinhalzinho;SC
4213005;pinheiro preto;SC
4213104;piratuba;SC
4213153;planalto alegre;SC
4213203;pomerode;SC
4213302;ponte alta;SC
4213351;ponte alta do norte;SC
4213401;ponte serrada;SC
4213500;porto belo;SC
4213609;porto uniao;SC
4213708;pouso redondo;SC
4213807;praia grande;SC
4213906;presidente castello branco;SC
4214003;presidente getulio;SC
4214102;presidente nereu;SC
4214151;princesa;SC
4214201;quilombo;SC
4214300;rancho queimado;SC
4214409;rio das antas;SC
4214508;rio do campo;SC
4214607;rio do oeste;SC
4214706;rio dos cedros;SC
4214805;rio do sul;SC
4214904;rio fortuna;SC
4215000;rio negrinho;SC
4215059;rio rufino;SC
4215075;riqueza;SC
4215109;rodeio;SC
4215208;romelandia;SC
4215307;salete;SC
4215356;saltinho;SC
4215406;salto veloso;SC
4215455;sangao;SC
4215505;santa cecilia;SC
4215554;santa helena;SC
4215604;santa rosa de lima;SC
4215653;santa rosa do sul;SC
4215679;santa terezinha;SC
4215687;santa terezinha do progresso;SC
4215695;santiago do sul;SC
4215703;santo amaro da imperatriz;SC
4215752;sao bernardino;SC
4215802;sao bento do sul;SC
4215901;sao bonifacio;SC
4216008;sao carlos;SC
4216057;sao cristovao do sul;SC
4216107;sao domingos;SC
4216206;sao francisco do sul;SC
4216255;sao joao do oeste;SC
4216305;sao joao batista;SC
4216354;sao joao do itaperiu;SC
4216404;sao joao do sul;SC
4216503;sao joaquim;SC
4216602;sao jose;SC
4216701;sao jose do cedro;SC
4216800;sao jose do cerrito;SC
4216909;sao lourenco do oeste;SC
4217006;sao ludgero;SC
4217105;sao martinho;SC
4217154;sao miguel da boa vista;SC
4217204;sao miguel do oeste;SC
4217253;sao pedro de alcantara;SC
4217303;saudades;SC
4217402;schroeder;SC
4217501;seara;SC
4217550;serra alta;SC
4217600;sideropolis;SC
4217709;sombrio;SC
4217758;sul brasil;SC
4217808;taio;SC
4217907;tangara;SC
4217956;tigrinhos;SC
4218004;tijucas;SC
4218103;timbe do sul;SC
4218202;timbo;SC
4218251;timbo grande;SC
4218301;tres barras;SC
4218350;treviso;SC
4218400;treze de maio;SC
4218509;treze tilias;SC
4218608;trombudo central;SC
4218707;tubarao;SC
4218756;tunapolis;SC
4218806;turvo;SC
4218855;uniao do oeste;SC
4218905;urubici;SC
4218954;urupema;SC
4219002;urussanga;SC
4219101;vargeao;SC
4219150;vargem;SC
4219176;vargem bonita;SC
4219200;vidal ramos;SC
4219309;videira;SC
4219358;vitor meireles;SC
4219408;witmarsum;SC
4219507;xanxere;SC
4219606;xavantina;SC
4219705;xaxim;SC
4219853;zortea;SC
4220000;balneario rincao;SC
4300034;acegua;RS
4300059;agua santa;RS
4300109;agudo;RS
4300208;ajuricaba;RS
4300307;alecrim;RS
4300406;alegrete;RS
4300455;alegria;RS
4300471;almirante tamandare do sul;RS
4300505;alpestre;RS
4300554;alto alegre;RS
4300570;alto feliz;RS
4300604;alvorada;RS
4300638;amaral ferrador;RS
4300646;ametista do sul;RS
4300661;andre da rocha;RS
4300703;anta gorda;RS
4300802;antonio prado;RS
4300851;arambare;RS
4300877;ararica;RS
4300901;aratiba;RS
4301008;arroio do meio;RS
4301057;arroio do sal;RS
4301073;arroio do padre;RS
4301107;arroio dos ratos;RS
4301206;arroio do tigre;RS
4301305;arroio grande;RS
4301404;arvorezinha;RS
4301503;augusto pestana;RS
4301552;aurea;RS
4301602;bage;RS
4301636;balneario pinhal;RS
4301651;barao;RS
4301701;barao de cotegipe;RS
4301750;barao do triunfo;RS
4301800;barracao;RS
4301859;barra do guarita;RS
4301875;barra do quarai;RS
4301909;barra do ribeiro;RS
4301925;barra do rio azul;RS
4301958;barra funda;RS
4302006;barros cassal;RS
4302055;benjamin constant do sul;RS
4302105;bento goncalves;RS
4302154;boa vista das missoes;RS
4302204;boa vista do burica;RS
4302220;boa vista do cadeado;RS
4302238;boa vista do incra;RS
4302253;boa vista do sul;RS
4302303;bom jesus;RS
4302352;bom principio;RS
4302378;bom progresso;RS
4302402;bom retiro do sul;RS
4302451;boqueirao do leao;RS
4302501;bossoroca;RS
4302584;bozano;RS
4302600;braga;RS
4302659;brochier;RS
4302709;butia;RS
4302808;cacapava do sul;RS
4302907;cacequi;RS
4303004;cachoeira do sul;RS
4303103;cachoeirinha;RS
4303202;cacique doble;RS
4303301;caibate;RS
4303400;caicara;RS
4303509;camaqua;RS
4303558;camargo;RS
4303608;cambara do sul;RS
4303673;campestre da serra;RS
4303707;campina das missoes;RS
4303806;campinas do sul;RS
4303905;campo bom;RS
4304002;campo novo;RS
4304101;campos borges;RS
4304200;candelaria;RS
4304309;candido godoi;RS
4304358;candiota;RS
4304408;canela;RS
4304507;cangucu;RS
4304606;canoas;RS
4304614;canudos do vale;RS
4304622;capao bonito do sul;RS
4304630;capao da canoa;RS
4304655;capao do cipo;RS
4304663;capao do leao;RS
4304671;capivari do sul;RS
4304689;capela de santana;RS
4304697;capitao;RS
4304705;carazinho;RS
4304713;caraa;RS
4304804;carlos barbosa;RS
4304853;carlos gomes;RS
4304903;casca;RS
4304952;caseiros;RS
4305009;catuipe;RS
4305108;caxias do sul;RS
4305116;centenario;RS
4305124;cerrito;RS
4305132;cerro branco;RS
4305157;cerro grande;RS
4305173;cerro grande do sul;RS
4305207;cerro largo;RS
4305306;chapada;RS
4305355;charqueadas;RS
4305371;charrua;RS
4305405;chiapetta;RS
4305439;chui;RS
4305447;chuvisca;RS
4305454;cidreira;RS
4305504;ciriaco;RS
4305587;colinas;RS
4305603;colorado;RS
4305702;condor;RS
4305801;constantina;RS
4305835;coqueiro baixo;RS
4305850;coqueiros do sul;RS
4305871;coronel barros;RS
4305900;coronel bicaco;RS
4305934;coronel pilar;RS
4305959;cotipora;RS
4305975;coxilha;RS
4306007;crissiumal;RS
4306056;cristal;RS
4306072;cristal do sul;RS
4306106;cruz alta;RS
4306130;cruzaltense;RS
4306205;cruzeiro do sul;RS
4306304;david canabarro;RS
4306320;derrubadas;RS
4306353;dezesseis de novembro;RS
4306379;dilermando de aguiar;RS
4306403;dois irmaos;RS
4306429;dois irmaos das missoes;RS
4306452;dois lajeados;RS
4306502;dom feliciano;RS
4306551;dom pedro de alcantara;RS
4306601;dom pedrito;RS
4306700;dona francisca;RS
4306734;doutor mauricio cardoso;RS
4306759;doutor ricardo;RS
4306767;eldorado do sul;RS
4306809;encantado;RS
4306908;encruzilhada do sul;RS
4306924;engenho velho;RS
4306932;entre-ijuis;RS
4306957;entre rios do sul;RS
4306973;erebango;RS
4307005;erechim;RS
4307054;ernestina;RS
4307104;herval;RS
4307203;erval grande;RS
4307302;erval seco;RS
4307401;esmeralda;RS
4307450;esperanca do sul;RS
4307500;espumoso;RS
4307559;estacao;RS
4307609;estancia velha;RS
4307708;esteio;RS
4307807;estrela;RS
4307815;estrela velha;RS
4307831;eugenio de castro;RS
4307864;fagundes varela;RS
4307906;farroupilha;RS
4308003;faxinal do soturno;RS
4308052;faxinalzinho;RS
4308078;fazenda vilanova;RS
4308102;feliz;RS
4308201;flores da cunha;RS
4308250;floriano peixoto;RS
4308300;fontoura xavier;RS
4308409;formigueiro;RS
4308433;forquetinha;RS
4308458;fortaleza dos valos;RS
4308508;frederico westphalen;RS
4308607;garibaldi;RS
4308656;garruchos;RS
4308706;gaurama;RS
4308805;general camara;RS
4308854;gentil;RS
4308904;getulio vargas;RS
4309001;girua;RS
4309050;glorinha;RS
4309100;gramado;RS
4309126;gramado dos loureiros;RS
4309159;gramado xavier;RS
4309209;gravatai;RS
4309258;guabiju;RS
4309308;guaiba;RS
4309407;guapore;RS
4309506;guarani das missoes;RS
4309555;harmonia;RS
4309571;herveiras;RS
4309605;horizontina;RS
4309654;hulha negra;RS
4309704;humaita;RS
4309753;ibarama;RS
4309803;ibiaca;RS
4309902;ibiraiaras;RS
4309951;ibirapuita;RS
4310009;ibiruba;RS
4310108;igrejinha;RS
4310207;ijui;RS
4310306;ilopolis;RS
4310330;imbe;RS
4310363;imigrante;RS
4310405;independencia;RS
4310413;inhacora;RS
4310439;ipe;RS
4310462;ipiranga do sul;RS
4310504;irai;RS
4310538;itaara;RS
4310553;itacurubi;RS
4310579;itapuca;RS
4310603;itaqui;RS
4310652;itati;RS
4310702;itatiba do sul;RS
4310751;ivora;RS
4310801;ivoti;RS
4310850;jaboticaba;RS
4310876;jacuizinho;RS
4310900;jacutinga;RS
4311007;jaguarao;RS
4311106;jaguari;RS
4311122;jaquirana;RS
4311130;jari;RS
4311155;joia;RS
4311205;julio de castilhos;RS
4311239;lagoa bonita do sul;RS
4311254;lagoao;RS
4311270;lagoa dos tres cantos;RS
4311304;lagoa vermelha;RS
4311403;lajeado;RS
4311429;lajeado do bugre;RS
4311502;lavras do sul;RS
4311601;liberato salzano;RS
4311627;lindolfo collor;RS
4311643;linha nova;RS
4311700;machadinho;RS
4311718;macambara;RS
4311734;mampituba;RS
4311759;manoel viana;RS
4311775;maquine;RS
4311791;marata;RS
4311809;marau;RS
4311908;marcelino ramos;RS
4311981;mariana pimentel;RS
4312005;mariano moro;RS
4312054;marques de souza;RS
4312104;mata;RS
4312138;mato castelhano;RS
4312153;mato leitao;RS
4312179;mato queimado;RS
4312203;maximiliano de almeida;RS
4312252;minas do leao;RS
4312302;miraguai;RS
4312351;montauri;RS
4312377;monte alegre dos campos;RS
4312385;monte belo do sul;RS
4312401;montenegro;RS
4312427;mormaco;RS
4312443;morrinhos do sul;RS
4312450;morro redondo;RS
4312476;morro reuter;RS
4312500;mostardas;RS
4312609;mucum;RS
4312617;muitos capoes;RS
4312625;muliterno;RS
4312658;nao-me-toque;RS
4312674;nicolau vergueiro;RS
4312708;nonoai;RS
4312757;nova alvorada;RS
4312807;nova araca;RS
4312906;nova bassano;RS
4312955;nova boa vista;RS
4313003;nova brescia;RS
4313011;nova candelaria;RS
4313037;nova esperanca do sul;RS
4313060;nova hartz;RS
4313086;nova padua;RS
4313102;nova palma;RS
4313201;nova petropolis;RS
4313300;nova prata;RS
4313334;nova ramada;RS
4313359;nova roma do sul;RS
4313375;nova santa rita;RS
4313391;novo cabrais;RS
4313409;novo hamburgo;RS
4313425;novo machado;RS
4313441;novo tiradentes;RS
4313466;novo xingu;RS
4313490;novo barreiro;RS
4313508;osorio;RS
4313607;paim filho;RS
4313656;palmares do sul;RS
4313706;palmeira das missoes;RS
4313805;palmitinho;RS
4313904;panambi;RS
4313953;pantano grande;RS
4314001;parai;RS
4314027;paraiso do sul;RS
4314035;pareci novo;RS
4314050;parobe;RS
4314068;passa sete;RS
4314076;passo do sobrado;RS
4314100;passo fundo;RS
4314134;paulo bento;RS
4314159;paverama;RS
4314175;pedras altas;RS
4314209;pedro osorio;RS
4314308;pejucara;RS
4314407;pelotas;RS
4314423;picada cafe;RS
4314456;pinhal;RS
4314464;pinhal da serra;RS
4314472;pinhal grande;RS
4314498;pinheirinho do vale;RS
4314506;pinheiro machado;RS
4314548;pinto bandeira;RS
4314555;pirapo;RS
4314605;piratini;RS
4314704;planalto;RS
4314753;poco das antas;RS
4314779;pontao;RS
4314787;ponte preta;RS
4314803;portao;RS
4314902;porto alegre;RS
4315008;porto lucena;RS
4315057;porto maua;RS
4315073;porto vera cruz;RS
4315107;porto xavier;RS
4315131;pouso novo;RS
4315149;presidente lucena;RS
4315156;progresso;RS
4315172;protasio alves;RS
4315206;putinga;RS
4315305;quarai;RS
4315313;quatro irmaos;RS
4315321;quevedos;RS
4315354;quinze de novembro;RS
4315404;redentora;RS
4315453;relvado;RS
4315503;restinga seca;RS
4315552;rio dos indios;RS
4315602;rio grande;RS
4315701;rio pardo;RS
4315750;riozinho;RS
4315800;roca sales;RS
4315909;rodeio bonito;RS
4315958;rolador;RS
4316006;rolante;RS
4316105;ronda alta;RS
4316204;rondinha;RS
4316303;roque gonzales;RS
4316402;rosario do sul;RS
4316428;sagrada familia;RS
4316436;saldanha marinho;RS
4316451;salto do jacui;RS
4316477;salvador das missoes;RS
4316501;salvador do sul;RS
4316600;sananduva;RS
4316709;santa barbara do sul;RS
4316733;santa cecilia do sul;RS
4316758;santa clara do sul;RS
4316808;santa cruz do sul;RS
4316907;santa maria;RS
4316956;santa maria do herval;RS
4316972;santa margarida do sul;RS
4317004;santana da boa vista;RS
4317103;sant'ana do livramento;RS
4317202;santa rosa;RS
4317251;santa tereza;RS
4317301;santa vitoria do palmar;RS
4317400;santiago;RS
4317509;santo angelo;RS
4317558;santo antonio do palma;RS
4317608;santo antonio da patrulha;RS
4317707;santo antonio das missoes;RS
4317756;santo antonio do planalto;RS
4317806;santo augusto;RS
4317905;santo cristo;RS
4317954;santo expedito do sul;RS
4318002;sao borja;RS
4318051;sao domingos do sul;RS
4318101;sao francisco de assis;RS
4318200;sao francisco de paula;RS
4318309;sao gabriel;RS
4318408;sao jeronimo;RS
4318424;sao joao da urtiga;RS
4318432;sao joao do polesine;RS
4318440;sao jorge;RS
4318457;sao jose das missoes;RS
4318465;sao jose do herval;RS
4318481;sao jose do hortencio;RS
4318499;sao jose do inhacora;RS
4318507;sao jose do norte;RS
4318606;sao jose do ouro;RS
4318614;sao jose do sul;RS
4318622;sao jose dos ausentes;RS
4318705;sao leopoldo;RS
4318804;sao lourenco do sul;RS
4318903;sao luiz gonzaga;RS
4319000;sao marcos;RS
4319109;sao martinho;RS
4319125;sao martinho da serra;RS
4319158;sao miguel das missoes;RS
4319208;sao nicolau;RS
4319307;sao paulo das missoes;RS
4319356;sao pedro da serra;RS
4319364;sao pedro das missoes;RS
4319372;sao pedro do butia;RS
4319406;sao pedro do sul;RS
4319505;sao sebastiao do cai;RS
4319604;sao sepe;RS
4319703;sao valentim;RS
4319711;sao valentim do sul;RS
4319737;sao valerio do sul;RS
4319752;sao vendelino;RS
4319802;sao vicente do sul;RS
4319901;sapiranga;RS
4320008;sapucaia do sul;RS
4320107;sarandi;RS
4320206;seberi;RS
4320230;sede nova;RS
4320263;segredo;RS
4320305;selbach;RS
4320321;senador salgado filho;RS
4320354;sentinela do sul;RS
4320404;serafina correa;RS
4320453;serio;RS
4320503;sertao;RS
4320552;sertao santana;RS
4320578;sete de setembro;RS
4320602;severiano de almeida;RS
4320651;silveira martins;RS
4320677;sinimbu;RS
4320701;sobradinho;RS
4320800;soledade;RS
4320859;tabai;RS
4320909;tapejara;RS
4321006;tapera;RS
4321105;tapes;RS
4321204;taquara;RS
4321303;taquari;RS
4321329;taquarucu do sul;RS
4321352;tavares;RS
4321402;tenente portela;RS
4321436;terra de areia;RS
4321451;teutonia;RS
4321469;tio hugo;RS
4321477;tiradentes do sul;RS
4321493;toropi;RS
4321501;torres;RS
4321600;tramandai;RS
4321626;travesseiro;RS
4321634;tres arroios;RS
4321667;tres cachoeiras;RS
4321709;tres coroas;RS
4321808;tres de maio;RS
4321832;tres forquilhas;RS
4321857;tres palmeiras;RS
4321907;tres passos;RS
4321956;trindade do sul;RS
4322004;triunfo;RS
4322103;tucunduva;RS
4322152;tunas;RS
4322186;tupanci do sul;RS
4322202;tupancireta;RS
4322251;tupandi;RS
4322301;tuparendi;RS
4322327;turucu;RS
4322343;ubiretama;RS
4322350;uniao da serra;RS
4322376;unistalda;RS
4322400;uruguaiana;RS
4322509;vacaria;RS
4322525;vale verde;RS
4322533;vale do sol;RS
4322541;vale real;RS
4322558;vanini;RS
4322608;venancio aires;RS
4322707;vera cruz;RS
4322806;veranopolis;RS
4322855;vespasiano correa;RS
4322905;viadutos;RS
4323002;viamao;RS
4323101;vicente dutra;RS
4323200;victor graeff;RS
4323309;vila flores;RS
4323358;vila langaro;RS
4323408;vila maria;RS
4323457;vila nova do sul;RS
4323507;vista alegre;RS
4323606;vista alegre do prata;RS
4323705;vista gaucha;RS
4323754;vitoria das missoes;RS
4323770;westfalia;RS
4323804;xangri-la;RS
5000203;agua clara;MS
5000252;alcinopolis;MS
5000609;amambai;MS
5000708;anastacio;MS
5000807;anaurilandia;MS
5000856;angelica;MS
5000906;antonio joao;MS
5001003;aparecida do taboado;MS
5001102;aquidauana;MS
5001243;aral moreira;MS
5001508;bandeirantes;MS
5001904;bataguassu;MS
5002001;bataypora;MS
5002100;bela vista;MS
5002159;bodoquena;MS
5002209;bonito;MS
5002308;brasilandia;MS
5002407;caarapo;MS
5002605;camapua;MS
5002704;campo grande;MS
5002803;caracol;MS
5002902;cassilandia;MS
5002951;chapadao do sul;MS
5003108;corguinho;MS
5003157;coronel sapucaia;MS
5003207;corumba;MS
5003256;costa rica;MS
5003306;coxim;MS
5003454;deodapolis;MS
5003488;dois irmaos do buriti;MS
5003504;douradina;MS
5003702;dourados;MS
5003751;eldorado;MS
5003801;fatima do sul;MS
5003900;figueirao;MS
5004007;gloria de dourados;MS
5004106;guia lopes da laguna;MS
5004304;iguatemi;MS
5004403;inocencia;MS
5004502;itapora;MS
5004601;itaquirai;MS
5004700;ivinhema;MS
5004809;japora;MS
5004908;jaraguari;MS
5005004;jardim;MS
5005103;jatei;MS
5005152;juti;MS
5005202;ladario;MS
5005251;laguna carapa;MS
5005400;maracaju;MS
5005608;miranda;MS
5005681;mundo novo;MS
5005707;navirai;MS
5005806;nioaque;MS
5006002;nova alvorada do sul;MS
5006200;nova andradina;MS
5006259;novo horizonte do sul;MS
5006275;paraiso das aguas;MS
5006309;paranaiba;MS
5006358;paranhos;MS
5006408;pedro gomes;MS
5006606;ponta pora;MS
5006903;porto murtinho;MS
5007109;ribas do rio pardo;MS
5007208;rio brilhante;MS
5007307;rio negro;MS
5007406;rio verde de mato grosso;MS
5007505;rochedo;MS
5007554;santa rita do pardo;MS
5007695;sao gabriel do oeste;MS
5007703;sete quedas;MS
5007802;selviria;MS
5007901;sidrolandia;MS
5007935;sonora;MS
5007950;tacuru;MS
5007976;taquarussu;MS
5008008;terenos;MS
5008305;tres lagoas;MS
5008404;vicentina;MS
5100102;acorizal;MT
5100201;agua boa;MT
5100250;alta floresta;MT
5100300;alto araguaia;MT
5100359;alto boa vista;MT
5100409;alto garcas;MT
5100508;alto paraguai;MT
5100607;alto taquari;MT
5100805;apiacas;MT
5101001;araguaiana;MT
5101209;araguainha;MT
5101258;araputanga;MT
5101308;arenapolis;MT
5101407;aripuana;MT
5101605;barao de melgaco;MT
5101704;barra do bugres;MT
5101803;barra do garcas;MT
5101852;bom jesus do araguaia;MT
5101902;brasnorte;MT
5102504;caceres;MT
5102603;campinapolis;MT
5102637;campo novo do parecis;MT
5102678;campo verde;MT
5102686;campos de julio;MT
5102694;canabrava do norte;MT
5102702;canarana;MT
5102793;carlinda;MT
5102850;castanheira;MT
5103007;chapada dos guimaraes;MT
5103056;claudia;MT
5103106;cocalinho;MT
5103205;colider;MT
5103254;colniza;MT
5103304;comodoro;MT
5103353;confresa;MT
5103361;conquista d'oeste;MT
5103379;cotriguacu;MT
5103403;cuiaba;MT
5103437;curvelandia;MT
5103452;denise;MT
5103502;diamantino;MT
5103601;dom aquino;MT
5103700;feliz natal;MT
5103809;figueiropolis d'oeste;MT
5103858;gaucha do norte;MT
5103908;general carneiro;MT
5103957;gloria d'oeste;MT
5104104;guaranta do norte;MT
5104203;guiratinga;MT
5104500;indiavai;MT
5104526;ipiranga do norte;MT
5104542;itanhanga;MT
5104559;itauba;MT
5104609;itiquira;MT
5104807;jaciara;MT
5104906;jangada;MT
5105002;jauru;MT
5105101;juara;MT
5105150;juina;MT
5105176;juruena;MT
5105200;juscimeira;MT
5105234;lambari d'oeste;MT
5105259;lucas do rio verde;MT
5105309;luciara;MT
5105507;vila bela da santissima trindade;MT
5105580;marcelandia;MT
5105606;matupa;MT
5105622;mirassol d'oeste;MT
5105903;nobres;MT
5106000;nortelandia;MT
5106109;nossa senhora do livramento;MT
5106158;nova bandeirantes;MT
5106174;nova nazare;MT
5106182;nova lacerda;MT
5106190;nova santa helena;MT
5106208;nova brasilandia;MT
5106216;nova canaa do norte;MT
5106224;nova mutum;MT
